,index,Unnamed: 0,posts,Mach,LSRP12,LSRP2,NRSM,languages
6211,9221,9221,"This TVC has been made by my friend, Mahfuzul Alam's team. Do give it a watch ♥",53.0,3.1,2.3,12.0,en
6212,9222,9222,*phew*,53.0,3.1,2.3,12.0,en
6213,9224,9224,The war is near.,53.0,3.1,2.3,12.0,en
6214,9225,9225,Sums it up.,53.0,3.1,2.3,12.0,en
6216,9228,9228,Public transport safety has now become a crucial issue that has to be ensured without any delay.,53.0,3.1,2.3,12.0,en
6218,9230,9230,Couldn't be more accurate :3,53.0,3.1,2.3,12.0,en
6219,9231,9231,"Because whatever is legit deserves full support.
#ReformQuotaBD",53.0,3.1,2.3,12.0,en
6220,9232,9232,"Hello,
I'm a student of Islamic University of Technology (IUT), Bangladesh. The whole country's students want Quota reformation of the government jobs sector of Bangladesh.They are doing movements from yesterday and attacked by police force for nothing. Most of the people are keenly interested to reform quota but the government doesn't want to reform this, already they took control over national media so we need help of foreign media.Please come forward, the situation is beyond control.
We need you. Help us to arise a new morning

#BBC #CNN #ReformQuotaBD

( Try to repost this using the hashtags instead of sharing it 
If the hashtag trends, we can gain attention.)",53.0,3.1,2.3,12.0,en
6221,9233,9233,"Everything's set.
Only some more hours to go! 🕒
#gethyped",53.0,3.1,2.3,12.0,en
6222,9234,9234,#ChillsOverThrills,53.0,3.1,2.3,12.0,en
6224,9237,9237,This ♥,53.0,3.1,2.3,12.0,en
6225,9238,9238,EEE class.,53.0,3.1,2.3,12.0,en
6227,9241,9241,The things we called 'Happiness' at that time ♥,53.0,3.1,2.3,12.0,en
6231,9245,9245,Where are those HAHAs at? 🐸,53.0,3.1,2.3,12.0,en
6234,9249,9249,Sounds fun 🤔,53.0,3.1,2.3,12.0,en
6235,9251,9251,Do check out this TVC and you can tell your friends to see it too 😃,53.0,3.1,2.3,12.0,en
6237,9253,9253,Boulevard of broken dreams? 👣,53.0,3.1,2.3,12.0,en
6240,9258,9258,"Aesthetic itself ♥
#IUT",53.0,3.1,2.3,12.0,en
6241,9259,9259,These shows were actually the thing back then ♥,53.0,3.1,2.3,12.0,en
6242,9260,9260,And finally it's done.,53.0,3.1,2.3,12.0,en
6244,9262,9262,Last chill before the upcoming death schedule..... 🙂 Asif looks like he's hyped for the next week though. :v,54.0,3.3,3.8,16.0,en
6246,9264,9264,Another final vs India and another sigh........ Whatever the result is.. Well played..  It would've been in our favour if the batting didn't collapse. Another 20runs was crucial indeed. :),54.0,3.3,3.8,16.0,en
6248,9266,9266,Oh fuck yes...!!! What a nerve wrecking over. Thought for a moment that this will be a boundary in the last ball -_- .... But all's well that ends well... Congratulations BD.. Fuck you Karthik... -_-,54.0,3.3,3.8,16.0,en
6249,9267,9267,Reality strikes hard but imagination doesn't. ❤️,54.0,3.3,3.8,16.0,en
6250,9269,9269,What a sensational knock by Mushfiq...❤️ Though 20% credit goes to Rubel and Mustafiz....🐸,54.0,3.3,3.8,16.0,en
6252,9271,9271,"Your friends are the reflection of your attitude... ☻
- বাণীতে আমাদের ইফতি ভাই😂😂",54.0,3.3,3.8,16.0,en
6254,9274,9274,This is just too dope....!!!! 😍😍😍❤️❤️,54.0,3.3,3.8,16.0,en
6255,9275,9275,"Time actually flies.. As fellow neighbours and schoolmates the childhood we spent is actually something I miss the most.  
 আইচ্ছা যেতাউ অউক, কানাডাত গিয়া বুলি জিও না। ইনশাল্লাহ আবার দেখা অইব। 😌",54.0,3.3,3.8,16.0,en
6256,9276,9276,Family time is the best time to cherish. And for the last few months I am feeling it. I really miss them .. ☺️,54.0,3.3,3.8,16.0,en
6257,9277,9277,Family time is the best time to cherish. And for the last few months I am feeling it. I really miss them .. ☺️,54.0,3.3,3.8,16.0,en
6258,9278,9278,Possessed.....💀,54.0,3.3,3.8,16.0,en
6260,9280,9280,"01.08.2018.... Truly an unforgettable day... <3
#freshers",54.0,3.3,3.8,16.0,en
6261,9281,9281,Just Freddie things.. 💙,54.0,3.3,3.8,16.0,en
6262,9282,9282,"I am a Citizen of Bangladesh 🇧🇩
This is a plea for help.
On 29th of July 2018 school going students were killed by a reckless bus driver. The students protested with slogans on the same bus stand.
Since then All students of Bangladesh are protesting for safer roads and more strict regulations.
Their intention was never to harm even a single person. Neither it is now.
But today POLICE AND PEOPLE OF CHATRO LEAGUE tortured students with tear shell, they beat students brutally and raped the female students (on 2nd August 2018). The students are trying to defend themselves with sticks and tree branches that they've found on the streets.
4 students have been murdered and other 4 female students have been raped, many more have been injured severly. And the Government is sitting there silent.
WE NEED YOUR HELP. PLEASE.
LET THE WORLD KNOW WHAT IS GOING ON IN BANGLADESH 🇧🇩
#BBC #CNN #AlJazeera #StopRoadAccidents #SafeRoadsForAll #WeWantJustice #BBC #CNN #SkyNews #CCBM #AlJazeera #Telegraph #TheSun #DailyMail #TheGuardian #NewYorkTimes #NatGeo #NasDaily #NasDailyGlobal #ProjectNightFall #AlArabia #EuroNews #NBC #we_want_justice we ask you to please get some media coverage about this matter, since none of the local media channels are being allowed to do so.
(COPY AND PASTE THIS AS YOUR STATUS, LETS GET THE JUSTICE WE DESERVE)",54.0,3.3,3.8,16.0,en
6264,9284,9284,"Nothing to say.... Vaira ja dekhaisen……  <3
#EEE16shera",54.0,3.3,3.8,16.0,en
6265,9285,9285,"Unplanned events always leaves you with the best memories...  :3
EEE'17 is ❤",54.0,3.3,3.8,16.0,en
6266,9286,9286,"Well the final was anticlimatic unlike the whole WC.. Griezeman's grieve ends... :3 Congratulations France. Next year they'll comeback even stronger.. And probably have more supporters as well.. :3 
#adioswc2018
#best_wc_ever❤",54.0,3.3,3.8,16.0,en
6267,9287,9287,Eita ki comedy show choltese? -_-,54.0,3.3,3.8,16.0,en
6268,9288,9288,What the hell is the GK doing? -_- Spectating the match or what?,54.0,3.3,3.8,16.0,en
6269,9289,9289,Is it just badluck or is it Putin's schemes? 🐸,54.0,3.3,3.8,16.0,en
6270,9290,9290,Perisic..! 🔥,54.0,3.3,3.8,16.0,en
6271,9291,9291,What a beautiful header by Mandzukic.. 🙃,54.0,3.3,3.8,16.0,en
6272,9292,9292,Belgium has played the best football in this WC. It's a sad thing to not see them in the finals... :|,54.0,3.3,3.8,16.0,en
6273,9293,9293,"Probably witnessed the best match of WC.. Japan didn't seem a team that is ranked 61. Probably the tendency of attacking too much backfired. And Belgium.. They aren't favourites for nothing. What an unbelievable comeback. The goalkeepers were inhuman 😑.. 

Football is an unpredictable game. The WC is following this maxim through and through...😌 And samurais.. You've won our heart.. ❤❤
#wc18
#best_so_far🔥🔥",54.0,3.3,3.8,16.0,en
6274,9294,9294,Wtf!! Shit it's 2-0..!! 😆😆,54.0,3.3,3.8,16.0,en
6275,9295,9295,"Is another upset incoming....!!!? What a goal!! 😍😍😍
Nihongo Gambatte...😂😂",54.0,3.3,3.8,16.0,en
6277,9297,9297,woah.. what an intense start...!👌,54.0,3.3,3.8,16.0,en
6278,9298,9298,Putin....! what are you plotting...! 😱😱😱,54.0,3.3,3.8,16.0,en
6279,9299,9299,So Putin never intended to give away the cup huh.  🐸,54.0,3.3,3.8,16.0,en
6280,9300,9300,"The dream of having a heated rivalry turned into a sad meetup at airport.😖
Probably the end of wc career for both of them. :/",54.0,3.3,3.8,16.0,en
6281,9301,9301,Guess pure gold can be found from Farmer's League too.. What a goal.. 💜,54.0,3.3,3.8,16.0,en
6282,9302,9302,Pepe keeps portugal alive...!! What a header...The game is on..!,54.0,3.3,3.8,16.0,en
6283,9303,9303,Cavani and Suarez.. What a deadly duo... 😰,54.0,3.3,3.8,16.0,en
6284,9304,9304,"Was the third goal a farewell gift for Messi? :3
Jokes aside.. Great work by the frenchmen.  They actually have the potential to do something big. 👏👏👏",54.0,3.3,3.8,16.0,en
6285,9305,9305,Everything is going as expected.. Right folks? :p,54.0,3.3,3.8,16.0,en
6287,9307,9307,What was that..!!! 😱😱 First Nacho and now Pavard... Are defenders only good at making this shot? :3,54.0,3.3,3.8,16.0,en
6288,9308,9308,What a blinder of a finish...!! :o,54.0,3.3,3.8,16.0,en
6289,9309,9309,Gambling with food 😂😂,54.0,3.3,3.8,16.0,en
6290,9310,9310,"Brasil is slowly showing it's true colors.....! <3 
Coutinho the main man of the group matches.. What a worldcup this guy's having.. Hoping for the best....!👊👊👊",54.0,3.3,3.8,16.0,en
6291,9311,9311,german fans .. feeling sorry for them as they thought we will take revenge at best of 16..... please qualify first dudes....!!!!🤣🤣🤣🤣😂😂😂,54.0,3.3,3.8,16.0,en
6292,9312,9312,higuuuuain at his usual form again. :v,54.0,3.3,3.8,16.0,en
6293,9313,9313,Iran was one shot away from glory. They missed it. :),54.0,3.3,3.8,16.0,en
6294,9314,9314,"what a goal....! what a climax..! turning the tables yet again... yet a another german classic.. 
kroose.. vyrevy.. <3",54.0,3.3,3.8,16.0,en
6295,9315,9315,And now Hazard....!! 😍 Belgium is literally toying with Tunisia... :3,54.0,3.3,3.8,16.0,en
6296,9316,9316,What a chip by Lukaku...😍😍,54.0,3.3,3.8,16.0,en
6297,9317,9317,22minutes and already 2-1 and still counting... Hoping for a high scoring match :3,54.0,3.3,3.8,16.0,en
6299,9319,9319,What a comeback by Switzerland!! Probably the first one in this worldcup.... :o,54.0,3.3,3.8,16.0,en
6300,9320,9320,That is what we expect from you man...! <3,54.0,3.3,3.8,16.0,en
6301,9321,9321,"That is what you need to win worldcup. Perseverance and patience. Not lying down on the ground after every little clashes. :)
coutinho...  <3",54.0,3.3,3.8,16.0,en
6303,9323,9323,"And LM10 scores...!! 
#GOAT. :v",54.0,3.3,3.8,16.0,en
6305,9325,9325,Iran really has some sensational talents... What a playmaking and defending man...!,54.0,3.3,3.8,16.0,en
6306,9326,9326,"Cocaine: 1 - Anime: 2
Is another upset incoming...!!? 😍😍",54.0,3.3,3.8,16.0,en
6309,9329,9329,Kane.....😍 Always there when you need him...! 😎😎,54.0,3.3,3.8,16.0,en
6311,9331,9331,That is what you call a dominating start....!! Coutinho what a finish man.!!! 😍😍😍,54.0,3.3,3.8,16.0,en
6312,9332,9332,That is what you call a maestro..... Mesmerizing...❤,54.0,3.3,3.8,16.0,en
6313,9333,9333,"Today has been a special day for me. Feeling ecstatic to be a part of this family. 😊😊
#IutiansfromSylhet <3",54.0,3.3,3.8,16.0,en
6314,9334,9334,"Time and place changes. But the place you belong doesn't.. :)
#Batch15 <3",54.0,3.3,3.8,16.0,en
6315,9335,9335,"A day to be remembered..! <3
#GrandIftar
#Batch15 <3",54.0,3.3,3.8,16.0,en
6319,9339,9339,"When you have nothing to do at  vacation so you just loiter around and pose for group selfies. ☻☻
#semestervacationfact",54.0,3.3,3.8,16.0,en
6323,9343,9343,"Sometimes unexpected events create the funniest situations and this one was one of them..... 😂😂
Towhidul Tonmoy brother you're looking great here so don't worry. :3",54.0,3.3,3.8,16.0,en
6324,9344,9344,Never expected too much from it as because they say 'old is gold.' But I'm just amazed by how good the show was..!! One of the best handled sequels tilll now. The best thing is  that it's not gonna end at just season 1. Waiting for season 2..😤😤,54.0,3.3,3.8,16.0,en
6327,9347,9347,Excursion 2018 loading........ 😎,54.0,3.3,3.8,16.0,en
6329,9349,9349,"The most adventurous trip till now.!!😤 The waterfall itself wasn't that special. But the journey was just mind boggling..❤️
Waiting for the next vacation.😎
#latepost 
#sreemangaltour",54.0,3.3,3.8,16.0,en
6330,9350,9350,In the midst of nowhere.,54.0,3.3,3.8,16.0,en
6333,9353,9353,Brings back memories. :),54.0,3.3,3.8,16.0,en
6335,9355,9355,Unbelievable.....One of the best wins till now.. Mahmudullah you beauty....!!!! ❤️❤️❤️❤️❤️,54.0,3.3,3.8,16.0,en
6338,9358,9358,Treat by Mohammad Jun-nurain Tajwar. 😍,54.0,3.3,3.8,16.0,en
6340,9361,9361,And the endless roaming continues.. 😂,54.0,3.3,3.8,16.0,en
6341,9363,9363,"Well...... I just can't get enough of this color.  :3
#backtoblack 😎",54.0,3.3,3.8,16.0,en
6342,9364,9364,"Should've started it earlier.🐸
#gem",54.0,3.3,3.8,16.0,en
6343,9365,9365,wtf was that. :o,54.0,3.3,3.8,16.0,en
6344,9366,9366,When friends come to your home and we have nothing to do.. :3,54.0,3.3,3.8,16.0,en
6346,9368,9368,Unplanned trips are said to be the best. :3 Hope that it will be. :v,54.0,3.3,3.8,16.0,en
6347,9369,9369,"At last...! Alhamdulillah for everything........ :)
#iut",54.0,3.3,3.8,16.0,en
6348,9370,9370,"অবশেষে একজন কিংবদন্তীর বাসায় পদার্পণের যোগ্যতা অর্জন করলাম। 😁😁 

Sometimes in life you get to be in shed of some people whose touch make you think of life in a new way..They teach you the ethics and courtesy..They show you life always has a road which you need to find with sheer determination and Hard Work even though you find no hope of light..They are not only teachers,They are ""Legends"" And this man is the leader of all :)
We can't express our emotions and how much impact you had in our lives. Every word of you was a lesson. ☺☺",54.0,3.3,3.8,16.0,en
6350,9372,9372,Came across a rare gem. It's quite hard to find these types of out of genre movies now a days. ❤❤,54.0,3.3,3.8,16.0,en
6351,9373,9373,"Didn't wan't to believe it till the end. But I just have to admit it. 

'The light on the horizon was brighter yesterday,
With shadows floating over, the scars begin to fade.
We said it was forever but then it slipped away,
Standing at the end of the final masquerade.'

I really wish that it was a masquerade",54.0,3.3,3.8,16.0,en
6352,9374,9374,Shit man.. xD it was too hilarious.. 😂😂😂,54.0,3.3,3.8,16.0,en
6353,9375,9375,Met them after ages.. 😁😁,54.0,3.3,3.8,16.0,en
6354,9376,9376,"Suddenly met Sufi Vai.. That's what you call a coincidence.. 😆😆
#arbovirus",54.0,3.3,3.8,16.0,en
6356,9378,9378,"Cousin's Get together after ages.. 😁😁
#anika_apur_holud_shondha",54.0,3.3,3.8,16.0,en
6358,9380,9380,Obligatory Eid selfie.😆 Eid Mubarak to everyone. Have a great eid. 😁,54.0,3.3,3.8,16.0,en
6359,9381,9381,Eid Vibes. 😎 Missing the so called 'আবাদি' friends. 😔,54.0,3.3,3.8,16.0,en
6360,9382,9382,Tit for tat.. xD,54.0,3.3,3.8,16.0,en
6362,9384,9384,Salute for Sir Gadeja. Sir for a reason. 👌👌,54.0,3.3,3.8,16.0,en
6363,9385,9385,Dacca's calling.. 😆😆The trip is totally on..!! 🔥🔥🔥,54.0,3.3,3.8,16.0,en
6364,9386,9386,"Probably the last day in this uniform. Was never too attached to it. But still the reminiscences of college life lingers around somewhere in the soul. Stating that I was a part of this institute,I was an MC'ian and will always remain one. 
#lastexamfact
#mccollege❤",54.0,3.3,3.8,16.0,en
6365,9387,9387,Yesterday was the birthday of a very special person.. 😘 Belated birthday celebrated. 😆😆,54.0,3.3,3.8,16.0,en
6366,9388,9388,This song really has something like jolt in it. Electrifies the whole body.. 😂😂,54.0,3.3,3.8,16.0,en
6367,9389,9389,The long wait ends. :3,54.0,3.3,3.8,16.0,en
